login_frequency,feature_usage_count,support_ticket_volume,payment_amount,account_age,churned
5.0,2.0,1.0,74.0,30,0
8.0,3.0,4.0,82.3,90,0
10.0,4.0,3.0,89.4,600,0
11.0,5.0,3.0,99.15,1920,0
4.0,1.0,2.0,20.2,30,1
7.0,1.0,3.0,29.45,180,0
8.0,1.0,0.0,19.8,1500,0
8.0,3.0,3.0,59.15,180,0
5.0,1.0,4.0,44.75,210,0
10.0,4.0,3.0,90.8,2160,0
8.0,2.0,4.0,49.55,240,0
16.0,6.0,2.0,106.7,2010,0
10.0,4.0,5.0,93.55,720,1
11.0,5.0,5.0,94.45,2160,0
4.0,1.0,0.0,19.45,990,0
2.0,0.0,3.0,25.05,60,1
11.0,5.0,0.0,67.95,2100,0
12.0,4.0,3.0,65.25,660,0
14.0,6.0,4.0,99.45,1770,0
2.0,1.0,1.0,20.35,1080,0
5.0,1.0,0.0,19.95,1530,0
13.0,6.0,0.0,77.4,1590,0
6.0,1.0,2.0,19.7,600,0
12.0,5.0,6.0,99.7,1890,0
8.0,2.0,4.0,74.8,1200,0
7.0,1.0,2.0,19.15,1050,0
6.0,2.0,3.0,78.95,780,0
10.0,5.0,3.0,95.55,810,1
12.0,4.0,2.0,62.85,1590,0
3.0,1.0,4.0,71.55,1020,0
11.0,4.0,3.0,94.95,570,0
11.0,4.0,4.0,86.1,1290,0
3.0,1.0,0.0,19.55,180,0
8.0,2.0,2.0,24.8,1680,0
7.0,2.0,4.0,39.3,1710,1
7.0,3.0,4.0,84.05,1020,0
5.0,2.0,1.0,36.25,300,0
6.0,1.0,1.0,20.25,30,1
0.0,0.0,3.0,23.9,390,1
12.0,5.0,4.0,98.6,1680,0
13.0,6.0,3.0,103.65,1650,0
17.0,8.0,1.0,92.9,1080,0
5.0,1.0,0.0,19.9,1410,0
6.0,1.0,2.0,20.1,360,0
7.0,3.0,3.0,85.45,30,1
8.0,3.0,4.0,80.5,720,0
10.0,5.0,3.0,99.9,1890,1
6.0,2.0,3.0,39.85,1050,0
10.0,4.0,0.0,60.5,2010,0
9.0,3.0,3.0,84.8,750,1
13.0,6.0,3.0,103.85,630,0
11.0,5.0,0.0,67.8,390,0
6.0,2.0,4.0,75.2,1050,1
4.0,2.0,0.0,24.85,2130,0
3.0,1.0,0.0,19.35,870,0
11.0,3.0,4.0,49.35,2130,1
8.0,3.0,4.0,89.0,210,0
11.0,4.0,2.0,55.0,1710,0
15.0,6.0,0.0,76.15,1950,0
5.0,1.0,1.0,20.3,810,0
6.0,2.0,4.0,74.9,180,1
19.0,8.0,2.0,117.35,2160,0
4.0,1.0,0.0,19.75,30,0
4.0,1.0,4.0,45.2,330,0
7.0,2.0,1.0,25.2,1170,0
10.0,5.0,3.0,89.75,1770,0
10.0,5.0,0.0,75.0,780,0
7.0,2.0,2.0,49.95,60,0
13.0,6.0,0.0,65.7,2160,0
12.0,5.0,2.0,67.05,1950,0
16.0,7.0,2.0,110.9,2160,0
12.0,4.0,2.0,87.95,180,0
4.0,1.0,1.0,19.8,960,0
11.0,5.0,2.0,75.7,1500,0
11.0,5.0,0.0,62.15,1830,0
10.0,5.0,5.0,101.25,450,1
16.0,8.0,1.0,115.15,2160,0
2.0,1.0,1.0,18.95,270,1
3.0,1.0,1.0,19.5,30,0
6.0,3.0,3.0,86.55,360,0
4.0,1.0,1.0,28.6,1110,1
3.0,1.0,0.0,20.4,1830,0
4.0,1.0,1.0,19.8,540,0
6.0,1.0,3.0,45.65,630,0
11.0,5.0,2.0,56.4,2040,0
7.0,2.0,4.0,73.3,360,0
2.0,0.0,4.0,24.35,60,1
14.0,5.0,4.0,101.35,1860,0
14.0,5.0,2.0,98.65,870,1
8.0,2.0,5.0,33.6,30,0
8.0,3.0,4.0,79.9,150,1
5.0,1.0,1.0,20.7,30,0
14.0,6.0,4.0,104.05,1860,0
2.0,1.0,0.0,20.25,1080,0
14.0,6.0,2.0,103.3,840,1
14.0,6.0,1.0,73.7,2070,0
14.0,5.0,2.0,96.2,330,1
17.0,7.0,3.0,108.75,1890,0
2.0,1.0,0.0,20.15,690,0
3.0,1.0,0.0,19.75,300,0
6.0,2.0,1.0,25.95,2130,0
13.0,5.0,2.0,70.05,1350,0
7.0,2.0,1.0,24.05,2100,0
8.0,3.0,3.0,84.75,660,0
5.0,2.0,2.0,23.05,1560,0
13.0,6.0,3.0,104.15,1650,1
12.0,5.0,0.0,59.95,1950,0
5.0,1.0,0.0,19.55,2160,0
3.0,1.0,2.0,19.6,300,0
3.0,1.0,0.0,20.05,210,0
6.0,3.0,3.0,85.55,150,0
14.0,6.0,5.0,78.6,720,0
21.0,8.0,1.0,116.8,2160,0
7.0,3.0,2.0,43.55,630,0
12.0,5.0,1.0,60.8,2070,0
7.0,3.0,0.0,54.9,1320,0
9.0,4.0,2.0,65.2,1830,0
13.0,6.0,3.0,102.95,720,1
8.0,3.0,3.0,90.6,30,1
6.0,2.0,1.0,50.8,180,1
9.0,4.0,4.0,90.05,120,1
14.0,7.0,1.0,108.2,2160,0
16.0,8.0,1.0,92.0,2160,0
8.0,2.0,3.0,75.1,420,0
7.0,2.0,3.0,25.05,210,0
7.0,2.0,3.0,75.15,1440,0
4.0,1.0,1.0,19.5,1650,0
3.0,1.0,1.0,19.3,30,0
17.0,7.0,2.0,112.2,1350,0
4.0,1.0,5.0,70.3,90,0
4.0,1.0,3.0,19.6,2130,0
5.0,1.0,1.0,20.25,240,0
6.0,2.0,5.0,75.85,90,1
12.0,6.0,2.0,80.65,2070,0
5.0,1.0,3.0,68.5,30,1
19.0,8.0,3.0,115.75,2160,0
6.0,2.0,4.0,73.5,330,1
18.0,7.0,1.0,80.6,2130,0
2.0,1.0,4.0,69.95,30,1
12.0,5.0,2.0,59.55,990,0
4.0,1.0,0.0,19.05,480,0
14.0,6.0,1.0,95.65,1680,0
5.0,1.0,1.0,19.95,30,0
8.0,4.0,2.0,70.05,150,1
2.0,1.0,1.0,19.4,1710,0
4.0,2.0,2.0,36.1,1680,0
12.0,5.0,4.0,94.0,240,1
9.0,4.0,3.0,61.15,660,1
3.0,1.0,2.0,19.75,30,0
10.0,4.0,0.0,64.1,1200,0
7.0,1.0,1.0,19.75,1380,0
6.0,1.0,2.0,19.7,1890,0
17.0,7.0,3.0,110.2,2040,0
13.0,6.0,1.0,106.35,2070,0
11.0,5.0,2.0,90.55,1680,0
9.0,4.0,3.0,65.9,300,0
17.0,7.0,3.0,104.5,1890,0
11.0,5.0,2.0,52.5,720,0
6.0,3.0,3.0,56.1,570,0
13.0,4.0,4.0,88.75,660,0
9.0,4.0,7.0,84.45,870,1
12.0,5.0,5.0,75.3,390,1
5.0,2.0,2.0,26.0,2100,0
10.0,5.0,4.0,99.4,1470,0
14.0,7.0,1.0,109.55,1290,1
2.0,1.0,0.0,19.6,90,1
12.0,5.0,1.0,73.15,1260,0
8.0,3.0,2.0,54.65,1710,0
10.0,4.0,3.0,66.4,60,1
18.0,8.0,1.0,115.55,2160,0
13.0,6.0,5.0,104.45,1380,0
13.0,5.0,1.0,100.05,1980,1
14.0,6.0,2.0,102.0,1860,1
20.0,8.0,0.0,91.15,2160,0
11.0,4.0,1.0,89.7,1050,0
11.0,5.0,3.0,90.2,510,1
17.0,8.0,0.0,92.4,2160,0
4.0,1.0,0.0,19.9,840,0
7.0,2.0,1.0,25.15,1680,1
9.0,3.0,1.0,79.85,930,1
4.0,1.0,0.0,18.85,1350,0
4.0,2.0,1.0,25.75,30,0
5.0,2.0,4.0,49.6,60,1
5.0,1.0,1.0,20.95,180,0
14.0,5.0,4.0,97.05,1440,0
6.0,2.0,0.0,25.4,750,0
6.0,1.0,0.0,19.7,1920,0
7.0,2.0,3.0,35.0,1500,0
11.0,5.0,3.0,101.25,1560,0
4.0,1.0,5.0,70.2,120,0
9.0,3.0,3.0,90.95,960,0
14.0,6.0,2.0,73.85,1350,0
10.0,4.0,4.0,88.05,270,0
14.0,6.0,2.0,105.95,1980,1
9.0,4.0,4.0,91.85,90,1
5.0,1.0,1.0,20.1,1620,0
8.0,2.0,2.0,40.1,30,1
15.0,7.0,3.0,110.3,1920,0
5.0,2.0,4.0,73.9,930,1
7.0,3.0,3.0,89.8,420,1
8.0,3.0,3.0,85.15,360,0
11.0,4.0,0.0,60.95,2010,0
14.0,6.0,0.0,72.25,1050,1
14.0,5.0,1.0,73.55,1350,0
4.0,1.0,4.0,46.0,300,0
9.0,4.0,5.0,58.55,870,0
8.0,2.0,0.0,24.6,720,0
3.0,1.0,4.0,19.75,1980,0
8.0,3.0,4.0,86.35,1530,0
9.0,2.0,0.0,25.5,1350,0
2.0,1.0,1.0,19.0,1470,0
4.0,1.0,2.0,19.55,870,0
16.0,7.0,4.0,110.1,1200,0
9.0,4.0,3.0,96.55,1110,1
6.0,1.0,4.0,69.75,750,0
13.0,3.0,2.0,50.6,660,0
17.0,6.0,1.0,65.6,2160,0
6.0,2.0,3.0,40.1,210,1
16.0,6.0,2.0,82.1,990,0
9.0,3.0,1.0,79.1,690,0
12.0,5.0,5.0,101.25,720,1
6.0,2.0,3.0,79.55,30,1
17.0,8.0,0.0,90.65,2070,0
4.0,1.0,3.0,20.55,90,0
15.0,5.0,1.0,75.75,1680,0
14.0,7.0,1.0,110.0,1950,0
2.0,1.0,1.0,20.85,2130,0
9.0,3.0,3.0,80.35,420,0
4.0,1.0,4.0,70.15,60,0
8.0,3.0,6.0,84.05,960,1
12.0,4.0,4.0,67.45,1200,0
4.0,1.0,0.0,20.75,30,0
7.0,3.0,3.0,89.1,30,1
6.0,1.0,5.0,69.9,210,0
4.0,2.0,4.0,51.1,450,0
13.0,5.0,4.0,94.4,510,1
7.0,3.0,5.0,78.25,570,1
7.0,2.0,1.0,25.55,2130,0
10.0,4.0,1.0,60.0,1620,0
12.0,5.0,2.0,90.55,930,0
6.0,2.0,4.0,76.4,330,0
8.0,3.0,3.0,84.95,540,0
14.0,7.0,4.0,110.1,2160,0
12.0,5.0,6.0,99.65,2130,0
8.0,3.0,3.0,45.4,150,0
12.0,5.0,0.0,69.0,1140,0
4.0,2.0,1.0,48.65,150,0
4.0,1.0,2.0,44.15,60,1
11.0,4.0,2.0,59.85,1560,0
6.0,2.0,4.0,75.75,240,1
13.0,6.0,3.0,80.65,2040,0
2.0,1.0,0.0,20.55,2070,0
10.0,5.0,0.0,66.4,1260,0
11.0,5.0,1.0,100.2,1500,0
4.0,1.0,2.0,19.1,30,1
7.0,3.0,4.0,80.3,30,1
2.0,1.0,4.0,44.55,990,0
3.0,1.0,2.0,20.35,210,0
13.0,5.0,4.0,91.8,1920,0
4.0,2.0,5.0,74.9,30,1
3.0,1.0,0.0,20.2,1770,0
5.0,2.0,3.0,50.35,180,0
4.0,1.0,1.0,18.8,90,0
4.0,1.0,1.0,20.45,450,0
7.0,3.0,3.0,64.75,390,0
11.0,5.0,4.0,98.7,690,0
10.0,4.0,5.0,89.45,930,0
10.0,4.0,2.0,58.75,870,0
2.0,1.0,0.0,20.7,1470,0
9.0,3.0,5.0,85.6,1680,0
17.0,7.0,0.0,80.3,1890,0
15.0,6.0,0.0,79.8,1890,0
7.0,3.0,4.0,79.85,720,0
7.0,3.0,2.0,54.1,1080,0
5.0,2.0,4.0,80.85,270,1
3.0,0.0,3.0,24.75,90,1
12.0,6.0,2.0,80.9,630,0
5.0,2.0,0.0,24.5,390,0
4.0,1.0,1.0,20.15,30,0
6.0,1.0,2.0,20.05,750,0
6.0,1.0,1.0,19.6,2130,0
16.0,8.0,2.0,114.3,1980,0
19.0,5.0,3.0,100.3,1350,0
4.0,2.0,3.0,80.0,660,0
2.0,1.0,1.0,20.85,2010,0
8.0,4.0,4.0,89.95,2040,0
2.0,1.0,1.0,20.0,0,0
8.0,4.0,3.0,90.85,1470,1
8.0,2.0,3.0,48.75,120,0
15.0,7.0,1.0,80.0,1890,0
8.0,3.0,4.0,79.7,60,1
4.0,1.0,0.0,20.35,630,0
9.0,4.0,0.0,57.55,1650,1
5.0,1.0,2.0,20.25,30,0
3.0,1.0,0.0,19.4,510,0
10.0,5.0,4.0,100.4,900,0
11.0,4.0,2.0,57.95,660,0
10.0,3.0,0.0,59.5,270,0
3.0,1.0,2.0,19.2,30,0
8.0,3.0,4.0,86.5,630,1
10.0,4.0,0.0,59.55,570,0
14.0,6.0,3.0,103.95,2070,1
0.0,0.0,2.0,25.1,30,1
16.0,7.0,3.0,103.95,2160,0
10.0,5.0,2.0,68.95,2100,0
16.0,7.0,2.0,103.1,1980,0
4.0,0.0,3.0,24.7,210,0
15.0,7.0,2.0,110.2,1380,0
9.0,4.0,0.0,48.95,1170,1
9.0,4.0,2.0,62.45,960,0
10.0,4.0,3.0,89.55,720,0
9.0,3.0,4.0,83.55,180,1
15.0,7.0,0.0,78.9,1110,0
5.0,1.0,0.0,20.35,240,0
14.0,5.0,3.0,71.45,2160,0
9.0,4.0,2.0,46.35,2130,0
10.0,4.0,6.0,94.65,480,0
11.0,4.0,0.0,49.9,1710,0
7.0,2.0,0.0,25.45,1980,0
8.0,4.0,5.0,89.15,510,1
4.0,1.0,0.0,20.75,630,0
13.0,5.0,4.0,66.1,1980,0
14.0,5.0,3.0,75.4,510,0
4.0,1.0,6.0,70.45,30,1
9.0,4.0,4.0,60.3,1740,1
5.0,1.0,1.0,21.05,240,0
12.0,5.0,1.0,69.35,810,0
9.0,4.0,4.0,88.85,1020,0
12.0,4.0,3.0,97.0,900,0
13.0,4.0,2.0,66.4,990,0
2.0,0.0,2.0,24.75,30,1
11.0,5.0,2.0,69.2,420,0
9.0,3.0,2.0,79.5,480,0
13.0,5.0,2.0,100.65,1470,0
14.0,6.0,3.0,103.3,570,1
17.0,7.0,0.0,79.7,2100,0
8.0,4.0,1.0,61.4,960,0
6.0,1.0,4.0,69.8,540,0
7.0,3.0,0.0,40.55,1110,0
4.0,2.0,4.0,75.65,120,0
12.0,5.0,3.0,90.7,480,0
8.0,3.0,3.0,80.5,510,0
8.0,4.0,2.0,60.6,570,0
13.0,5.0,3.0,101.15,1800,0
8.0,2.0,1.0,24.95,1530,0
4.0,1.0,0.0,20.3,840,0
6.0,3.0,2.0,60.0,1290,0
4.0,1.0,2.0,20.25,1260,0
7.0,2.0,3.0,78.5,90,1
4.0,1.0,2.0,44.75,30,0
4.0,1.0,1.0,19.85,90,1
15.0,6.0,4.0,98.0,1890,0
6.0,2.0,4.0,79.9,90,1
15.0,7.0,3.0,107.7,2040,0
11.0,5.0,4.0,99.7,900,1
15.0,6.0,3.0,104.7,1800,0
9.0,4.0,0.0,58.6,450,1
12.0,4.0,4.0,93.9,1350,0
15.0,7.0,1.0,86.45,2100,0
13.0,5.0,4.0,98.5,300,1
4.0,1.0,1.0,19.4,120,0
7.0,2.0,2.0,50.45,30,1
5.0,2.0,1.0,24.95,2040,0
5.0,2.0,5.0,75.0,660,0
14.0,5.0,4.0,94.65,1140,1
11.0,5.0,3.0,100.25,30,1
7.0,3.0,3.0,78.2,540,0
11.0,4.0,1.0,94.2,870,0
8.0,4.0,4.0,88.45,480,1
4.0,1.0,4.0,69.85,30,1
7.0,3.0,4.0,81.7,360,1
9.0,3.0,3.0,50.05,930,0
5.0,2.0,3.0,79.9,120,1
11.0,5.0,2.0,69.55,1440,0
7.0,2.0,1.0,25.4,450,1
11.0,5.0,2.0,90.1,1500,0
5.0,1.0,2.0,44.65,210,0
11.0,4.0,3.0,83.75,1230,1
10.0,3.0,4.0,80.35,2040,0
13.0,5.0,3.0,98.1,780,0
11.0,4.0,2.0,53.35,1710,0
2.0,1.0,0.0,19.55,90,0
5.0,1.0,1.0,20.9,30,1
6.0,2.0,2.0,48.95,570,0
8.0,2.0,3.0,54.2,90,0
5.0,2.0,0.0,24.45,1770,0
3.0,1.0,4.0,69.4,30,1
4.0,2.0,3.0,40.15,1260,0
6.0,2.0,4.0,74.9,210,1
4.0,2.0,0.0,25.6,2010,0
4.0,1.0,4.0,70.35,30,0
18.0,8.0,2.0,91.7,1980,0
9.0,4.0,4.0,89.2,1830,0
4.0,2.0,1.0,24.1,120,0
8.0,2.0,5.0,74.15,1260,1
9.0,3.0,3.0,53.85,1920,0
18.0,8.0,4.0,115.6,1620,0
2.0,1.0,0.0,19.75,30,0
5.0,2.0,2.0,24.05,1620,0
4.0,2.0,1.0,25.3,540,0
9.0,3.0,3.0,84.3,90,0
4.0,1.0,3.0,70.1,30,1
16.0,8.0,0.0,89.75,2160,0
11.0,5.0,4.0,97.95,1800,0
5.0,1.0,2.0,20.0,330,0
7.0,3.0,4.0,78.3,360,1
14.0,6.0,2.0,103.9,1830,0
3.0,1.0,1.0,20.7,1170,0
10.0,4.0,3.0,96.8,1650,1
13.0,5.0,4.0,94.4,510,1
3.0,1.0,1.0,20.15,1110,0
6.0,2.0,1.0,26.0,2160,0
13.0,6.0,0.0,77.35,2160,0
10.0,4.0,0.0,66.05,240,0
4.0,1.0,1.0,19.9,660,0
9.0,3.0,4.0,84.3,30,1
11.0,5.0,0.0,68.15,1140,0
12.0,6.0,0.0,80.85,510,0
14.0,6.0,3.0,75.5,2100,0
20.0,8.0,0.0,92.45,2160,1
6.0,2.0,3.0,80.6,840,0
8.0,3.0,3.0,83.2,450,0
18.0,8.0,3.0,87.55,2160,0
12.0,5.0,3.0,99.55,330,1
7.0,3.0,3.0,81.25,240,1
14.0,7.0,2.0,109.4,1710,0
2.0,1.0,1.0,19.95,30,1
8.0,3.0,5.0,45.55,1380,0
4.0,1.0,2.0,20.7,900,0
5.0,2.0,6.0,75.3,300,0
12.0,6.0,4.0,99.25,690,1
11.0,5.0,3.0,93.4,960,0
6.0,2.0,4.0,73.75,390,0
9.0,3.0,3.0,80.45,1170,1
9.0,4.0,4.0,88.15,1320,0
8.0,2.0,2.0,49.2,270,0
3.0,1.0,1.0,19.65,2010,0
9.0,3.0,3.0,79.35,270,1
7.0,3.0,3.0,79.75,450,1
14.0,6.0,5.0,105.15,2130,0
5.0,2.0,0.0,49.0,30,0
13.0,5.0,5.0,100.05,900,1
3.0,1.0,3.0,69.35,30,1
9.0,3.0,3.0,49.8,510,0
6.0,3.0,1.0,85.8,90,1
12.0,6.0,3.0,79.7,2010,1
5.0,1.0,2.0,20.95,30,0
6.0,2.0,5.0,50.55,30,1
8.0,3.0,4.0,79.3,960,0
6.0,1.0,1.0,19.5,1230,0
5.0,2.0,4.0,80.55,30,1
5.0,1.0,2.0,44.15,30,0
10.0,4.0,5.0,84.5,360,1
18.0,6.0,4.0,105.5,1860,0
8.0,3.0,4.0,84.3,660,1
11.0,5.0,1.0,92.7,510,0
5.0,2.0,2.0,26.25,2160,0
11.0,5.0,3.0,96.95,1680,0
6.0,1.0,0.0,20.45,270,0
18.0,8.0,2.0,115.8,2160,0
18.0,7.0,1.0,108.2,600,0
6.0,1.0,1.0,20.2,570,0
2.0,1.0,3.0,67.75,60,1
9.0,4.0,2.0,54.9,1590,0
7.0,3.0,5.0,85.25,810,1
5.0,1.0,1.0,20.15,180,0
10.0,4.0,4.0,90.35,270,0
10.0,3.0,5.0,55.75,240,0
17.0,8.0,1.0,114.6,2130,0
7.0,3.0,3.0,80.05,300,1
6.0,1.0,1.0,20.0,30,1
17.0,6.0,1.0,66.8,2130,0
12.0,5.0,2.0,100.3,2040,0
14.0,6.0,4.0,105.35,1020,0
10.0,4.0,2.0,85.2,780,0
5.0,2.0,2.0,48.8,660,1
6.0,1.0,0.0,18.95,210,0
4.0,1.0,4.0,69.8,600,0
13.0,6.0,4.0,106.15,1800,0
5.0,1.0,0.0,20.55,2160,0
13.0,6.0,3.0,105.75,2160,0
5.0,2.0,0.0,25.25,120,0
5.0,1.0,0.0,19.75,480,0
13.0,6.0,3.0,104.85,1860,0
6.0,3.0,0.0,60.95,300,0
7.0,3.0,4.0,81.15,930,0
6.0,1.0,1.0,19.1,2130,0
4.0,1.0,2.0,20.8,1740,0
16.0,8.0,1.0,90.15,2100,0
19.0,8.0,1.0,90.1,2130,0
15.0,6.0,2.0,74.1,2070,0
10.0,3.0,4.0,85.05,30,1
18.0,8.0,3.0,118.75,2160,0
8.0,3.0,1.0,85.9,780,0
13.0,5.0,3.0,95.0,990,0
3.0,1.0,0.0,20.15,300,0
15.0,6.0,1.0,101.3,1710,0
3.0,1.0,1.0,21.2,300,0
6.0,2.0,1.0,24.2,1170,0
5.0,1.0,1.0,20.3,330,0
15.0,6.0,4.0,102.8,630,1
14.0,7.0,0.0,85.3,2040,0
10.0,4.0,3.0,89.6,540,0
12.0,5.0,4.0,99.95,180,1
8.0,3.0,2.0,56.25,540,0
5.0,2.0,2.0,50.95,1560,0
17.0,8.0,4.0,115.85,1680,0
12.0,6.0,2.0,103.65,1350,0
5.0,2.0,0.0,26.1,2010,0
8.0,2.0,1.0,35.1,90,0
13.0,5.0,3.0,99.1,1950,0
13.0,5.0,2.0,67.25,1890,0
8.0,2.0,1.0,25.0,330,0
7.0,3.0,3.0,59.55,30,0
14.0,5.0,2.0,77.8,1650,0
7.0,3.0,0.0,55.1,750,0
18.0,8.0,2.0,117.8,2160,1
6.0,2.0,1.0,24.15,2160,0
6.0,3.0,0.0,45.25,1950,0
8.0,3.0,5.0,79.5,1620,1
4.0,1.0,1.0,20.25,210,0
12.0,5.0,0.0,64.75,2160,0
5.0,2.0,3.0,54.6,630,0
6.0,1.0,2.0,20.7,60,0
11.0,4.0,3.0,94.75,120,0
9.0,3.0,2.0,79.65,90,1
19.0,8.0,3.0,115.8,2160,0
8.0,2.0,3.0,49.45,180,0
6.0,3.0,3.0,83.8,1560,0
13.0,5.0,3.0,95.35,2070,0
10.0,4.0,4.0,94.7,240,1
8.0,2.0,5.0,74.05,240,0
9.0,4.0,4.0,89.6,1890,0
17.0,8.0,1.0,116.6,1800,0
7.0,3.0,1.0,54.2,360,0
4.0,1.0,4.0,19.3,390,0
13.0,5.0,4.0,65.05,660,0
10.0,4.0,5.0,92.5,150,1
3.0,1.0,2.0,19.45,30,1
5.0,2.0,2.0,24.05,2160,0
2.0,1.0,2.0,18.75,60,0
5.0,1.0,0.0,20.15,1200,0
7.0,1.0,1.0,20.0,1320,0
11.0,5.0,1.0,71.0,2130,0
7.0,2.0,5.0,75.55,60,1
10.0,4.0,4.0,93.6,780,0
2.0,1.0,4.0,70.0,30,1
3.0,0.0,3.0,24.4,30,0
12.0,5.0,1.0,74.8,1950,1
9.0,4.0,1.0,65.25,90,0
5.0,2.0,0.0,50.55,390,0
14.0,6.0,6.0,104.4,990,1
5.0,1.0,6.0,70.7,30,0
4.0,1.0,5.0,45.25,120,0
3.0,1.0,3.0,70.3,60,0
18.0,7.0,1.0,108.95,2160,0
5.0,2.0,0.0,26.45,1110,0
11.0,3.0,4.0,86.2,450,1
4.0,1.0,0.0,19.65,690,0
6.0,3.0,0.0,51.2,900,1
3.0,1.0,0.0,19.05,1260,0
12.0,5.0,2.0,74.75,960,0
7.0,2.0,5.0,75.8,660,0
2.0,0.0,3.0,25.1,1260,0
2.0,1.0,2.0,44.45,240,0
12.0,6.0,5.0,104.3,1950,0
4.0,1.0,1.0,19.5,60,1
17.0,8.0,3.0,89.0,2100,0
4.0,1.0,3.0,20.15,660,0
6.0,2.0,6.0,74.9,120,1
6.0,2.0,5.0,74.9,60,1
4.0,2.0,4.0,36.15,2010,0
2.0,1.0,1.0,19.2,750,0
4.0,1.0,4.0,19.25,600,0
8.0,3.0,3.0,61.2,60,0
4.0,1.0,0.0,20.45,1530,0
7.0,2.0,5.0,35.05,1380,0
11.0,5.0,3.0,100.25,750,1
6.0,1.0,3.0,44.0,390,0
13.0,6.0,3.0,102.8,750,1
4.0,2.0,4.0,50.35,780,0
13.0,5.0,2.0,100.0,1290,1
3.0,1.0,1.0,20.0,570,0
14.0,5.0,1.0,99.85,300,1
10.0,4.0,5.0,94.2,60,1
16.0,7.0,0.0,86.4,2160,0
11.0,4.0,2.0,58.4,540,0
7.0,3.0,3.0,83.85,270,1
11.0,4.0,4.0,88.3,810,1
8.0,4.0,3.0,94.1,720,0
14.0,6.0,3.0,104.05,2070,1
14.0,7.0,3.0,108.9,1380,0
14.0,7.0,2.0,107.4,2160,0
9.0,4.0,3.0,94.7,660,1
9.0,4.0,3.0,90.85,2100,0
3.0,1.0,1.0,19.9,60,0
10.0,4.0,0.0,66.4,930,0
11.0,5.0,4.0,100.65,1680,1
12.0,5.0,3.0,100.7,480,0
5.0,2.0,0.0,25.6,1560,0
3.0,1.0,1.0,19.85,390,0
4.0,1.0,1.0,20.75,1050,0
9.0,4.0,5.0,95.8,1770,0
9.0,4.0,3.0,94.65,2160,0
15.0,6.0,2.0,80.55,1980,1
15.0,7.0,1.0,106.65,1470,0
5.0,1.0,2.0,45.85,60,0
13.0,6.0,3.0,104.35,630,0
10.0,4.0,2.0,55.45,1620,0
6.0,3.0,4.0,78.85,720,1
9.0,4.0,3.0,61.15,30,0
8.0,3.0,3.0,78.95,180,0
3.0,1.0,2.0,44.45,30,1
14.0,7.0,4.0,109.2,1470,0
10.0,4.0,2.0,61.3,1680,0
12.0,5.0,5.0,96.85,1680,0
9.0,3.0,0.0,40.55,180,0
3.0,1.0,3.0,19.8,960,0
15.0,7.0,4.0,108.25,1500,0
14.0,6.0,2.0,105.05,1740,0
18.0,8.0,1.0,90.45,1950,0
18.0,8.0,5.0,86.4,1920,0
12.0,5.0,2.0,66.9,1980,0
17.0,7.0,3.0,110.7,1140,0
5.0,1.0,1.0,20.0,600,0
7.0,3.0,3.0,84.9,1080,1
13.0,6.0,2.0,102.1,1920,0
5.0,1.0,0.0,20.25,30,1
13.0,5.0,0.0,70.15,1800,0
6.0,2.0,3.0,74.35,30,1
16.0,7.0,1.0,80.05,1500,0
11.0,4.0,1.0,62.05,30,1
10.0,4.0,3.0,49.2,2160,0
4.0,1.0,2.0,20.5,1800,0
9.0,3.0,2.0,38.25,1380,0
9.0,4.0,2.0,54.95,2070,0
13.0,5.0,3.0,96.6,930,0
2.0,1.0,0.0,19.9,570,0
5.0,1.0,3.0,19.9,2130,0
9.0,4.0,4.0,84.6,360,0
16.0,6.0,0.0,80.0,1170,1
16.0,7.0,2.0,85.25,1320,0
17.0,7.0,1.0,81.25,1680,0
18.0,8.0,3.0,115.5,2160,0
13.0,6.0,3.0,104.1,150,1
8.0,3.0,7.0,79.0,330,0
7.0,2.0,2.0,39.1,720,1
11.0,4.0,3.0,94.65,450,0
3.0,1.0,1.0,20.8,2160,0
9.0,4.0,2.0,59.5,1680,0
3.0,1.0,2.0,20.05,1920,0
16.0,5.0,5.0,100.45,1020,0
7.0,2.0,4.0,76.5,60,1
4.0,1.0,0.0,20.6,1050,0
3.0,1.0,0.0,20.3,660,0
4.0,2.0,1.0,49.2,150,1
8.0,3.0,5.0,39.55,270,0
4.0,2.0,0.0,23.15,330,1
4.0,1.0,0.0,20.45,690,0
4.0,2.0,4.0,80.85,120,1
6.0,2.0,0.0,25.25,2040,0
7.0,3.0,4.0,91.25,990,0
14.0,6.0,1.0,72.45,930,0
11.0,4.0,0.0,60.1,30,1
5.0,1.0,0.0,19.7,1680,0
5.0,2.0,4.0,78.95,30,1
15.0,6.0,3.0,75.1,1980,0
6.0,2.0,1.0,25.0,2160,0
5.0,1.0,5.0,69.15,1020,0
9.0,4.0,4.0,91.55,1740,0
3.0,1.0,2.0,45.15,60,1
5.0,1.0,2.0,35.8,1110,0
18.0,8.0,2.0,113.15,2130,0
7.0,1.0,0.0,19.85,30,0
6.0,1.0,1.0,19.8,2130,0
3.0,1.0,1.0,19.9,1050,0
3.0,1.0,0.0,19.7,180,0
5.0,2.0,4.0,79.4,90,1
8.0,4.0,1.0,59.1,2070,0
10.0,4.0,3.0,53.95,1320,1
9.0,4.0,3.0,91.15,1590,0
10.0,5.0,4.0,99.3,720,1
